EnglishText,UrduText
"And if both ( husband and wife ) end up in separation , Allah will make each of them independent ( of the other ) out of His Own Abundance and Allah is All - Embracing , Most Wise .",اور اگر دونوں میاں بیوی جدا ہو جائیں تواللہ ہر ایک کو اپنی کشائش سے ایک دوسرے سے بے نیاز کر دے گا اور اللہ بڑی وسعت والا بڑی حکمت والا ہے ۔
"And to Allah belongs whatever is in the heavens and whatever is in the earth . And no doubt We enjoined those ( too ) who were given the Book before you and ( have ordained ) you ( as well ) to keep fearing Allah . But if you disobey , then assuredly whatever is in the heavens and whatever is in the earth ( all ) belongs to Allah , and Allah is Beyond All Needs , Ever - Praiseworthy .",اور اللہ ہی کا ہے جو کچھ آسمانوں میں اورجو کچھ زمین میں ہے ۔ اور بیشک ہم نے ان لوگوں کو بھی جنہیں تم سے پہلے کتاب دی گئی حکم دیا ہے اور تمہیں بھی کہ اللہ سے ڈرتے رہا کرو ۔ اور اگر تم نافرمانی کرو گے تو بیشک سب کچھ اللہ ہی کا ہے جو آسمانوں میں اورجو زمین میں ہے اوراللہ بے نیاز ، ستودہ صفات ہے ۔
And to Allah belongs whatever is in the heavens and all that is in the earth ; and enough is Allah to be the Guardian .,اوراللہ ہی کا ہے جو آسمانوں میں ہے اور جو زمین میں ہے ، اور اللہ کا کارساز ہونا کافی ہے ۔
"O People ! If He wills , He may eliminate you and bring others ( in your place ) and Allah is All - Powerful to do this .",اے لوگو ! اگر وہ چاہے تو تمہیں نابود کر دے اور تمہاری جگہ دوسروں کو لے آئے ، اور اللہ اس پر بڑی قدرت والا ہے ۔
"Whoever desires the reward of the world , then with Allah is the reward of ( both ) the world and the Hereafter and Allah is All - Hearing , All - Seeing .",جو کوئی دنیا کا انعام چاہتا ہے تو اللہ کے پاس دنیا و آخرت دونوں کاانعام ہے ، اور اللہ خوب سننے والا خوب دیکھنے والا ہے ۔
"O Believers ! Become tenaciously firm on justice , bearing witness ( merely ) for the sake of Allah even if ( the witness ) is against your own selves or ( your ) parents or ( your ) relatives . Whether the person ( against whom is the evidence ) is rich or poor , Allah is a greater Well - Wisher of them both ( than you are ) . So do not follow the desires of your ( ill - commanding ) selves lest you swerve from justice . But if ( while giving evidence ) you engineer your statement or evade ( the truth ) , then Allah is indeed Well Aware of ( all the works ) that you are doing .",اے ایمان والو ! تم انصاف پر مضبوطی کے ساتھ قائم رہنے والے محض اللہ کے لئے گواہی دینے والے ہو جاؤ خواہ گواہی خود تمہارے اپنے یا تمہارے والدین یا تمہارے رشتہ داروں کے ہی خلاف ہو ، اگرچہ جس کے خلاف گواہی ہو مال دار ہے یا محتاج ، اللہ ان دونوں کا تم سے زیادہ خیر خواہ ہے ۔ سو تم خواہشِ نفس کی پیروی نہ کیا کرو کہ عدل سے ہٹ جاؤ گے ، اور اگر تم گواہی میں پیچ دار بات کرو گے یا حق سے پہلو تہی کرو گے تو بیشک اللہ ان سب کاموں سے جو تم کر رہے ہو خبردار ہے ۔
"O Believers ! Put faith in Allah and His Messenger ( blessings and peace be upon him ) and in the Book which He has revealed to His Messenger ( blessings and peace be upon him ) and the Book that He revealed before ( it ) . And he who denies Allah , His angels , His Books , His Messengers and the Last Day has surely strayed far away .",اے ایمان والو ! تم اللہ پر اور اس کے رسول صلی اللہ علیہ وآلہ وسلم پر اور اس کتاب پر جو اس نے اپنے رسول صلی اللہ علیہ وآلہ وسلم پر نازل فرمائی ہے اور اس کتاب پر جو اس نے اس سے پہلے اتاری تھی ایمان لاؤ ، اور جو کوئی اللہ کا اور اس کے فرشتوں کا اور اس کی کتابوں کا اور اس کے رسولوں کا اور آخرت کے دن کا انکار کرے تو بیشک وہ دور دراز کی گمراہی میں بھٹک گیا ۔
"Indeed those who believe , then disbelieve and then believe again and reject faith once more and then advance further in denying faith , Allah will never ( incline to ) forgive them , nor guide them to the straight road .",بیشک جو لوگ ایمان لائے پھر کافر ہوگئے ، پھر ایمان لائے پھر کافر ہوگئے ، پھر کفر میں اوربڑھ گئے تواللہ ہرگز یہ ارادہ فرمانے والا نہیں کہ انہیں بخش دے اور نہ یہ کہ انہیں سیدھا راستہ دکھائے ۔
( O Prophet ! ) Convey to the hypocrites the news that a grievous torment awaits them .,اے نبی ! آپ منافقوں کو یہ خبر سنا دیں کہ ان کے لئے دردناک عذاب ہے ۔
"( They are ) those who make friends with disbelievers instead of the believers . Do they seek honour in their company ? So , all veneration ( and glory ) belongs only to Almighty Allah .",یہ ایسے لوگ ہیں جو مسلمانوں کی بجائے کافروں کو دوست بناتے ہیں ، کیا یہ ان کے پاس عزت تلاش کرتے ہیں ؟ پس عزت تو ساری اللہ تعالٰی کے لئے ہے ۔
"And indeed Allah has revealed to you this ( Command ) in the Book that when you hear Allahs Revelations being denied and ridiculed , do not sit in their company until they engage in some other discourse ( renouncing the denial and ridicule ) . Otherwise you too will become like them . Surely Allah will assemble the hypocrites and the disbelievers together in Hell .",اور بیشک اللہ نے تم پر کتاب میں یہ حکم نازل فرمایا ہے کہ جب تم سنو کہ اللہ کی آیتوں کا انکار کیا جا رہا ہے اور ان کا مذاق اُڑایا جا رہا ہے تو تم ان لوگوں کے ساتھ مت بیٹھو یہاں تک کہ وہ انکار اور تمسخر کو چھوڑ کر کسی دوسری بات میں مشغول ہو جائیں ۔ ورنہ تم بھی انہی جیسے ہو جاؤ گے ۔ بیشک اللہ منافقوں اور کافروں سب کو دوزخ میں جمع کرنے والا ہے ۔
"Those ( hypocrites ) who pry into your ( victory and setback ) , then if you are granted victory by Allah , they say : Were we not with you ? And if the disbelievers get a portion ( of some apparent breakthrough ) , they say ( to them ) : Did we not get the better of you and ( in spite of that ) did we not save you from ( ruin at the hands of ) Muslims ? So , Allah will judge between you on the Day of Resurrection and never will Allah allow the disbelievers anyway to ( overpower ) the Muslims .",وہ منافق جو تمہاری فتح و شکست کی تاک میں رہتے ہیں ، پھر اگر تمہیں اللہ کی طرف سے فتح نصیب ہو جائے تو کہتے ہیں : کیا ہم تمہارے ساتھ نہ تھے ؟ اور اگر کافروں کو ظاہری فتح میں سے کچھ حصہ مل گیا تو ان سے کہتے ہیں : کیا ہم تم پر غالب نہیں ہو گئے تھے اور اس کے باوجود کیا ہم نے تمہیں مسلمانوں کے ہاتھوں نقصان سے نہیں بچایا ؟ پس اللہ تمہارے درمیان قیامت کے دن فیصلہ فرمائے گا ، اور اللہ کافروں کو مسلمانوں پر غلبہ پانے کی ہرگز کوئی راہ نہ دے گا ۔
"Surly the hypocrites ( self - deluding ) seek to deceive Allah while He is to make them suffer for their ( own ) deception . And when they stand up for Prayer , they do it sluggishly , ( simply ) for showing off to the people . And they ( also ) remember Allah but little .",بیشک منافق بزعمِ خویش اللہ کو دھوکہ دینا چاہتے ہیں حالانکہ وہ انہیں اپنے ہی دھوکے کی سزا دینے والا ہے ، اور جب وہ نماز کے لئے کھڑے ہوتے ہیں تو سستی کے ساتھ محض لوگوں کو دکھانے کیلئے کھڑے ہوتے ہیں اور اللہ کویاد بھی نہیں کرتے مگر تھوڑا ۔
"Confounded between ( belief and disbelief ) , they belong neither to ( the disbelievers ) nor to ( the believers ) . And he whom Allah holds astray you shall not find for him any road ( to guidance ) .",اس کفر اور ایمان کے درمیان تذبذب میں ہیں نہ ان کافروں کی طرف ہیں اور نہ ان مؤمنوں کی طرف ہیں ، اورجسے اللہ گمراہ ٹھہرا دے تو آپ ہرگز اس کے لئے کوئی ہدایت کی راہ نہ پائیں گے ۔
O Believers ! Make not friends with disbelievers instead of believers . Do you wish to set a manifest evidence for Allah against you ( through friendship with the disbelievers ) ?,اے ایمان والو ! مسلمانوں کے سوا کافروں کو دوست نہ بناؤ ، کیا تم چاہتے ہو کہ نافرمانوں کی دوستی کے ذریعے اپنے خلاف اللہ کی صریح حجت قائم کر لو ۔
The hypocrites will surely be in the lowest depth of Hell and you will never find for them any helper .,بیشک منافق لوگ دوزخ کے سب سے نچلے درجے میں ہوں گے اور آپ ان کے لئے ہرگز کوئی مددگار نہ پائیں گے ۔
"But those who repent , make amends , and establish a firm bond with Allah , and make their Din ( faith and devotion ) sincerely for Allah will be in the company of the believers . And Allah will soon bestow a tremendous reward upon the believers .",مگر وہ لوگ جنہوں نے توبہ کر لی وہ سنور گئے اورانہوں نے اللہ سے مضبوط تعلق جوڑ لیا اور انہوں نے اپنا دین اللہ کے لئے خالص کر لیا تو یہ مؤمنوں کی سنگت میں ہوں گے اور عنقریب اللہ مومنوں کو عظیم اجر عطا فرمائے گا ۔
"Why should Allah torment you if you become grateful and believe ? And Allah is Most Appreciative ( of every truth ) , Well Aware ( of every act ) .",اللہ تمہیں عذاب دے کر کیا کرے گا اگر تم شکر گزار بن جاؤ اور ایمان لے آؤ ، اور اللہ ہر حق کا قدر شناس ہے ہر عمل کا خوب جاننے والا ہے ۔
"Allah does not like anyones foul words being voiced loud ( publicly and openly ) except by one who has been a victim of oppression ; ( he is allowed to expose the cruelty of the oppressor ; ) and Allah is All - Hearing , All - Knowing .",اﷲ کسی کی بری بات کا بآوازِ بلند ظاہراً و علانیۃً کہنا پسند نہیں فرماتا سوائے اس کے جس پر ظلم ہوا ہو اسے ظالم کا ظلم آشکار کرنے کی اجازت ہے ، اور اﷲ خوب سننے والا جاننے والا ہے ۔
"Whether you make a good act known or keep it hidden or excuse some ( ones ) evil act , Allah is indeed Most Forgiving , All - Powerful .",اگر تم کسی کارِ خیر کو ظاہر کرو یا اسے مخفی رکھو یا کسی کی برائی سے در گزر کرو تو بیشک اﷲ بڑا معاف فرمانے والا بڑی قدرت والا ہے ۔
"Surely , those who disbelieve in Allah and His Messengers and seek to discriminate between Allah and His Messengers and say : We believe in some and deny the others , and intend to find a way in between ( belief and disbelief ) .",بلا شبہ جو لوگ اﷲ اور اس کے رسولوں کے ساتھ کفر کرتے ہیں اور چاہتے ہیں کہ اﷲ اور اس کے رسولوں کے درمیان تفریق کریں اور کہتے ہیں کہ ہم بعض کو مانتے ہیں اور بعض کو نہیں مانتے اور چاہتے ہیں کہ اس ایمان و کفر کے درمیان کوئی راہ نکال لیں ۔
They are the ones who are in fact the disbelievers . And We have prepared a humiliating torment for the disbelievers .,ایسے ہی لوگ درحقیقت کافر ہیں ، اور ہم نے کافروں کے لئے رُسوا کن عذاب تیار کر رکھا ہے ۔
"But those who believed in Allah and ( all ) His Messengers and , ( in embracing faith , ) made no distinction between any of these ( Messengers ) , He would soon pay them their rewards . And Allah is Most Forgiving , Ever - Merciful .",اور جو لوگ اﷲ اور اس کے سب رسولوں پر ایمان لائے اور ان پیغمبروں میں سے کسی کے درمیان ایمان لانے میں فرق نہ کیا تو عنقریب وہ انہیں ان کے اجر عطا فرمائے گا ، اور اﷲ بڑا بخشنے والا نہایت مہربان ہے ۔
( O Beloved ! ) The People of the Book ask you to bring down to them a Book from heaven ( completely inscribed in one go ) . They asked Musa ( Moses ) for something even greater than that ; they said : Show us Allah visibly ( in Person ) . So owing to ( their ) transgression ( i . e . this denigrating demand ) a thunderbolt seized them . ( They died and were later raised to life by Musas ( Moses ) prayer . ) Then they adopted the calf ( as their god ) after the clear Signs ( pointing to the Truth ) had reached them . Then We overlooked this ( sin ) as well and bestowed upon Musa ( Moses ) a marked dominance over them .,اے حبیب ! آپ سے اہلِ کتاب سوال کرتے ہیں کہ آپ ان پر آسمان سے ایک ہی دفعہ پوری لکھی ہوئی کوئی کتاب اتار لائیں ، تو وہ موسٰی علیہ السلام سے اس سے بھی بڑا سوال کر چکے ہیں ، انہوں نے کہا تھا کہ ہمیں اﷲ کی ذات کھلم کھلا دکھا دو ، پس ان کے اس ظلم یعنی گستاخانہ سوال کی وجہ سے انہیں آسمانی بجلی نے آپکڑا جس کے باعث وہ مرگئے ، پھر موسٰی علیہ السلام کی دعا سے زندہ ہوئے ، پھر انہوں نے بچھڑے کو اپنا معبود بنا لیا اس کے بعد کہ ان کے پاس حق کی نشاندہی کرنے والی واضح نشانیاں آچکی تھیں ، پھر ہم نے اس جرم سے بھی درگزر کیا اور ہم نے موسٰی علیہ السلام کو ان پر واضح غلبہ عطا فرمایا ۔
"And ( when the Jews again rejected the injunctions contained in the Torah , ) We raised ( and suspended the Mount of ) Tur over them in order to take a ( firm ) promise from them . And We commanded them : Enter the gate ( of this city - the Ailia gate ) prostrating ( in gratitude ) , and We ( also ) said to them : Do not also violate the Sabbath ( prohibition of fishing on Saturday ) , and We took from them a reiterated and firm promise .",اور جب یہود تورات کے احکام سے پھر انکاری ہوگئے تو ہم نے ان سے پختہ عہد لینے کے لئے کوہِ طور کو ان کے اوپر اٹھا کر معلّق کر دیا ، اور ہم نے ان سے فرمایا کہ تم اس شہر کے دروازے یعنی بابِ ایلیاء میں سجدۂ شکر کرتے ہوئے داخل ہونا ، اور ہم نے ان سے مزید فرمایا کہ ہفتہ کے دن مچھلی کے شکار کی ممانعت کے حکم میں بھی تجاوز نہ کرنا اور ہم نے ان سے بڑا تاکیدی عہد لیا تھا ۔
"So ( they were afflicted with punishments ) because of their breaking the promise , rejecting the Revelations of Allah , killing the Prophets unjustly ( and also owing to ) their saying : Our hearts are ( wrapped ) in covers . ( Nay , that was not the truth ; ) the fact is that Allah has sealed their hearts due to their disbelief . So , except for a few , they will not accept faith .",پس انہیں جو سزائیں ملیں وہ ان کی اپنی عہد شکنی پر اور آیاتِ الٰہی سے انکار کے سبب اور انبیاء کو ان کے ناحق قتل کر ڈالنے کے باعث ، نیز ان کی اس بات کے سبب سے کہ ہمارے دلوں پر غلاف چڑھے ہوئے ہیں ، حقیقت میں ایسا نہ تھا بلکہ اﷲ نے ان کے کفر کے باعث ان کے دلوں پر مُہر لگا دی ہے ، سو وہ چند ایک کے سوا ایمان نہیں لائیں گے ۔
And ( moreover ) owing to their rejection of faith and uttering against Maryam ( Mary ) a grave calumny .,اور مزید یہ کہ ان کے اس کفر اور قول کے باعث جو انہوں نے مریم علیہا السلام پر زبردست بہتان لگایا ۔
"And ( also ) because of their uttering ( the boastful claim ) : We ( have ) killed Allahs Messenger , the Messiah , Isa son of Maryam ( Jesus son of Mary ) , whereas they neither killed nor crucified him . But ( in truth ) someone was made the like ( of Isa Jesus ) in their view . But those who disagree about him have surely fallen prey to doubt ( concerning ) this ( murder ) . They know nothing ( what the truth is ) except ( that they are ) following fancy . And they certainly did not murder Isa ( Jesus ) .",اور ان کے اس کہنے یعنی فخریہ دعوٰی کی وجہ سے بھی کہ ہم نے اﷲ کے رسول ، مریم کے بیٹے عیسٰی مسیح کو قتل کر ڈالا ہے ، حالانکہ انہوں نے نہ ان کو قتل کیا اور نہ انہیں سولی چڑھایا مگر ہوا یہ کہ ان کے لئے کسی کو عیسٰی علیہ السلام کا ہم شکل بنا دیا گیا ، اور بیشک جو لوگ ان کے بارے میں اختلاف کر رہے ہیں وہ یقیناً اس قتل کے حوالے سے شک میں پڑے ہوئے ہیں ، انہیں حقیقتِ حال کا کچھ بھی علم نہیں مگر یہ کہ گمان کی پیروی کر رہے ہیں ، اور انہوں نے عیسٰی علیہ السلام کو یقیناً قتل نہیں کیا ۔
"In fact Allah lifted him up towards Himself ( in heaven ) and Allah is Almighty , Most Wise .",بلکہ اﷲ نے انہیں اپنی طرف آسمان پر اٹھا لیا ، اور اﷲ غالب حکمت والا ہے ۔
"And , ( shortly before the Last Hour at the time of the Messiahs descent , ) there will not be any ( individual or sect ) of the People of the Book but will ( rightly ) believe in Isa ( Jesus ) before his death ; and Isa ( Jesus ) will bear witness to them on the Day of Resurrection .",اور قربِ قیامت نزولِ مسیح علیہ السلام کے وقت اہلِ کتاب میں سے کوئی فرد یا فرقہ نہ رہے گا مگر وہ عیسٰی علیہ السلام پر ان کی موت سے پہلے ضرور صحیح طریقے سے ایمان لے آئے گا ، اور قیامت کے دن عیسٰی علیہ السلام ان پر گواہ ہوں گے ۔
"Then on account of injustice on the part of the Jews , We made unlawful for them ( many ) pure provisions that had been made lawful for them ( before ) , and ( also ) for the reason that they hindered ( people ) at a large scale from the path of Allah .",پھر یہودیوں کے ظلم ہی کی وجہ سے ہم نے ان پر کئی پاکیزہ چیزیں حرام کر دیں جو پہلے ان کے لئے حلال کی جاچکی تھیں ، اور اس وجہ سے بھی کہ وہ لوگوں کو اﷲ کی راہ سے بکثرت روکتے تھے ۔
"And ( also ) because of their taking usury , despite that they were forbidden to do it , and because of their usurping others wealth wrongfully ( they were punished ) . And We have prepared a torturous torment for those of them who disbelieve .",اور ان کے سود لینے کے سبب سے ، حالانکہ وہ اس سے روکے گئے تھے ، اور ان کے لوگوں کا ناحق مال کھانے کی وجہ سے بھی انہیں سزا ملی اور ہم نے ان میں سے کافروں کے لئے دردناک عذاب تیار کر رکھا ہے ۔
"But those among them who possess substantial knowledge and faith ( equally ) believe in ( the Revelation ) that has been sent down to you and ( the Revelation ) that was sent down before you . And ( how righteous they are ! ) they establish the Prayer regularly , and pay Zakat ( the Alms - due ) persistently , and keep faith in Allah and the Day of Resurrection . They are the ones who We shall soon pay a mighty wage .",لیکن ان میں سے پختہ علم والے اور مومن لوگ اس وحی پر جو آپ کی طرف نازل کی گئی ہے اور اس وحی پر جو آپ سے پہلے نازل کی گئی برابر ایمان لاتے ہیں ، اور وہ کتنے اچھے ہیں کہ نماز قائم کرنے والے ہیں اور زکوٰۃ دینے والے ہیں اور اﷲ اور قیامت کے دن پر ایمان رکھنے والے ہیں ۔ ایسے ہی لوگوں کو ہم عنقریب بڑا اجر عطا فرمائیں گے ۔
"( O Beloved ! ) Indeed We have sent Revelation to you as We sent it to Nuh ( Noah ) and ( other ) Messengers after him ; and We also sent Revelation to Ibrahim ( Abraham ) , Ismail ( Ishmael ) , Ishaq ( Isaac ) , Yaqub ( Jacob ) and ( his ) children and Isa ( Jesus ) , Ayyub ( Job ) , Yunus ( Jonah ) , Harun ( Aaron ) and Sulaiman ( Solomon ) ; and We conferred the Zabur ( Book of Psalms ) upon Dawud ( David ) .",اے حبیب ! بیشک ہم نے آپ کی طرف اُسی طرح وحی بھیجی ہے جیسے ہم نے نوح علیہ السلام کی طرف اور ان کے بعد دوسرے پیغمبروں کی طرف بھیجی تھی ۔ اور ہم نے ابراہیم و اسماعیل اور اسحاق و یعقوب اور ان کی اولاد اور عیسٰی اور ایوب اور یونس اور ہارون اور سلیمان علیھم السلام کی طرف بھی وحی فرمائی ، اور ہم نے داؤد علیہ السلام کو بھی زبور عطا کی تھی ۔
And ( We have sent many ) Messengers whose annals We have narrated to you earlier ; and We sent ( a number of ) those Messengers whose details We have not ( yet ) related to you ; and Allah ( also ) spoke to Musa ( [ Moses ] directly ) .,اور ہم نے کئی ایسے رسول بھیجے ہیں جن کے حالات ہم اس سے پہلے آپ کو سنا چکے ہیں اور کئی ایسے رسول بھی بھیجے ہیں جن کے حالات ہم نے ابھی تک آپ کو نہیں سنائے اور اﷲ نے موسٰی علیہ السلام سے بلاواسطہ گفتگو بھی فرمائی ۔
"The Messengers who were Bearers of good news and Warners ( were sent ) so that after ( the arrival of these ) Messengers people may not have any plea against Allah . And Allah is Almighty , Most Wise .",رسول جو خوشخبری دینے والے اور ڈر سنانے والے تھے اس لئے بھیجے گئے تاکہ ان پیغمبروں کے آجانے کے بعد لوگوں کے لئے اﷲ پر کوئی عذر باقی نہ رہے ، اور اﷲ بڑا غالب حکمت والا ہے ۔
"( O Beloved ! Whether somebody believes in your Prophethood or not , ) Allah ( Himself ) bears witness to ( this fact that ) whatever He has sent down to you has sent down with His knowledge . And the angels ( too ) bear witness to that effect ( for your sake ) , and Allah is All - Sufficient as a witness .",اے حبیب ! کوئی آپ کی نبوت پر ایمان لائے یا نہ لائے مگر اﷲ خود اس بات کی گواہی دیتا ہے کہ جو کچھ اس نے آپ کی طرف نازل فرمایا ہے ، اسے اپنے علم سے نازل فرمایا ہے اور فرشتے بھی آپ کی خاطر گواہی دیتے ہیں ، اور اﷲ کا گواہ ہونا ہی کافی ہے ۔
"Verily , those who disbelieved ( i . e . belied the Prophethood of Muhammad [ blessings and peace be upon him ] and hindered ( people ) from the path of Allah , they undoubtedly went far astray ( from the Truth ) .",بیشک جنہوں نے کفر کیا یعنی نبوتِ محمدی صلی اللہ علیہ وآلہ وسلم کی تکذیب کی اور لوگوں کو اﷲ کی راہ سے روکا ، یقینا وہ حق سے بہت دور کی گمراہی میں جا بھٹکے ۔
"Indeed those who have disbelieved ( by denying Allahs witness ) and done injustice ( by denying the Messengers glory ) , Allah will by no means forgive them , nor will show them any path ( on the Day of Judgment ) .",بیشک جنہوں نے اﷲ کی گواہی کو نہ مان کر کفر کیا اور رسول کی شان کو نہ مان کر ظلم کیا ، اﷲ ہرگز ایسا نہیں کہ انہیں بخش دے اور نہ ایسا ہے کہ آخرت میں انہیں کوئی راستہ دکھائے ۔
Except the path of Hell wherein they shall dwell beyond the count of time and that is easy for Allah .,سوائے جہنم کے راستے کے جس میں وہ ہمیشہ ہمیشہ رہیں گے ، اور یہ کام اﷲ پر آسان ہے ۔
"O mankind ! Indeed this Messenger ( blessings and peace be upon him ) has come to you with the Truth from your Lord . So believe ( in him ) for your own good . But if you disbelieve ( i . e . deny his Prophethood then bear in mind that He is Beyond Any Need of you because ) whatever is in the heavens and the earth belongs to Allah indeed . And Allah is All - Knowing , Most Wise .",اے لوگو ! بیشک تمہارے پاس یہ رسول صلی اللہ علیہ وآلہ وسلم تمہارے رب کی طرف سے حق کے ساتھ تشریف لایا ہے ، سو تم ان پر اپنی بہتری کے لئے ایمان لے آؤ اور اگر تم کفر یعنی ان کی رسالت سے انکار کرو گے تو جان لو وہ تم سے بے نیاز ہے کیونکہ جو کچھ آسمانوں اور زمین میں ہے یقیناً وہ سب اﷲ ہی کا ہے اور اﷲ خوب جاننے والا بڑی حکمت والا ہے ۔
"O People of the Book ! Exceed not the limits in your Din ( Religion ) and speak nothing but the truth about Allahs glory . The fact is simple that the Messiah , Isa son of Maryam ( Jesus son of Mary ) , is Allahs Messenger and His Word which He conveyed to Maryam ( Mary ) and a Spirit from Him . So believe in Allah and His Messengers and do not say : There are three ( Gods ) . Refrain ( from this belief ) ; ( that ) is best for you . Verily , Allah is the Only One God , Holy is He , far above having a son . Whatever is in the heavens and whatever is in the earth ( all ) belongs to Him alone . And Sufficient is Allah as Guardian .",اے اہلِ کتاب ! تم اپنے دین میں حد سے زائد نہ بڑھو اور اﷲ کی شان میں سچ کے سوا کچھ نہ کہو ، حقیقت صرف یہ ہے کہ مسیح عیسٰی ابن مریم علیہما السلام اﷲ کا رسول اور اس کا کلمہ ہے جسے اس نے مریم کی طرف پہنچا دیا اور اس کی طرف سے ایک روح ہے ۔ پس تم اﷲ اور اس کے رسولوں پر ایمان لاؤ اور مت کہو کہ معبود تین ہیں ، اس عقیدہ سے باز آجاؤ ، یہ تمہارے لئے بہتر ہے ۔ بیشک اﷲ ہی یکتا معبود ہے ، وہ اس سے پاک ہے کہ اس کے لئے کوئی اولاد ہو ، سب کچھ اسی کا ہے جو کچھ آسمانوں میں ہے اور جو کچھ زمین میں ہے ، اور اﷲ کا کارساز ہونا کافی ہے ۔
"The Messiah feels no embarrassment in being a servant of Allah . Nor do the closest angels ( ever feel ashamed ) . And whoever disdains to be His servant and perpetrates arrogance , He will soon assemble together all such people before Him .",مسیح علیہ السلام اس بات سے ہرگز عار نہیں رکھتا کہ وہ اﷲ کا بندہ ہو اور نہ ہی مقرّب فرشتوں کو اس سے کوئی عار ہے ، اور جو کوئی اس کی بندگی سے عار محسوس کرے اور تکبر کرے تو وہ ایسے تمام لوگوں کو عنقریب اپنے پاس جمع فرمائے گا ۔
"So those who believe and persist in doing pious deeds He will pay them their wages in full and will ( then ) award them more out of His Bounty . But those who disdain ( worshipping Allah ) and behave arrogantly , He will punish them with grievous torment , and they will not find for them any friend or helper besides Allah .",پس جو لوگ ایمان لائے اور نیک عمل کرتے رہے وہ انہیں پورے پورے اجر عطا فرمائے گا اور پھر اپنے فضل سے انہیں اور زیادہ دے گا ، اور وہ لوگ جنہوں نے اﷲ کی عبادت سے عار محسوس کی اور تکبرّ کیا تو وہ انہیں دردناک عذاب دے گا ، اور وہ اپنے لئے اﷲ کے سوا نہ کوئی دوست پائیں گے اور نہ کوئی مددگار ۔
"O mankind ! ( The most vital , perfect , clear and ) a conclusive evidence has reached you from your ( Ever - Glorious and Most Exalted ) Lord ( in the form of the Holy Being of the Prophet Muhammad [ blessings and peace be upon him ] ) . And ( besides ) We have ( also ) sent down to you the brightening and radiant light ( in the shape of the Holy Quran ) .",اے لوگو ! بیشک تمہارے پاس تمہارے رب کی جانب سے ذاتِ محمدی صلی اللہ علیہ وآلہ وسلم کی صورت میں ذاتِ حق جل مجدہ کی سب سے زیادہ مضبوط ، کامل اور واضح دلیلِ قاطع آگئی ہے اور ہم نے تمہاری طرف اسی کے ساتھ قرآن کی صورت میں واضح اور روشن نُور بھی اتار دیا ہے ۔
"So , those who believe in Allah and hold fast to His ( embrace , Allah ) will soon admit them to His ( exceptional ) Mercy and Grace and will show them the straight path to ( reach ) Him .",پس جو لوگ اﷲ پر ایمان لائے اور اس کے دامن کو مضبوطی سے پکڑے رکھا تو عنقریب اﷲ انہیں اپنی خاص رحمت اور فضل میں داخل فرمائے گا ، اور انہیں اپنی طرف پہنچنے کا سیدھا راستہ دکھائے گا ۔
"They seek edict ( i . e . judgment under Islamic Law ) from you . Say : Allah ordains pertaining to ( the inheritance of ) kalala ( the deceased leaving neither children nor parents behind ) : If a man dies childless but has one sister , she shall have ( as her share ) half ( the property ) that he leaves . ( If , on the contrary , a sister is kalala , then in the case of her death ) the brother will be ( the sole ) heir ( to his sister ) , if she has no children . Then if ( after a kalala brothers death ) two ( sisters ) are ( the heirs ) , they are entitled to share two - thirds of ( the property ) he leaves . And if ( in the case of the deceased who is kalala ) he has some brothers and sisters , male ( as well as ) female heirs , then the share of each male shall be as much as the ( portion of ) two females . Allah is clearly explaining to you ( these laws ) lest you should go astray . And Allah knows everything well .",لوگ آپ سے فتویٰ یعنی شرعی حکم دریافت کرتے ہیں ۔ فرما دیجئے کہ اﷲ تمہیں بغیر اولاد اور بغیر والدین کے فوت ہونے والے کلالہ کی وراثت کے بارے میں یہ حکم دیتا ہے کہ اگر کوئی ایسا شخص فوت ہو جائے جو بے اولاد ہو مگر اس کی ایک بہن ہو تو اس کے لئے اس مال کا آدھا حصہ ہے جو اس نے چھوڑا ہے ، اور اگر اس کے برعکس بہن کلالہ ہو تو اس کے مرنے کی صورت میں اس کا بھائی اس بہن کا وارث کامل ہوگا اگر اس بہن کی کوئی اولاد نہ ہو ، پھر اگر کلالہ بھائی کی موت پر دو بہنیں وارث ہوں تو ان کے لئے اس مال کا دو تہائی حصہ ہے جو اس نے چھوڑا ہے ، اور اگر بصورتِ کلالہ مرحوم کے چند بھائی بہن مرد بھی اور عورتیں بھی وارث ہوں تو پھر ہر ایک مرد کا حصہ دو عورتوں کے حصہ کے برابر ہوگا ۔ یہ احکام اﷲ تمہارے لئے کھول کر بیان فرما رہا ہے تاکہ تم بھٹکتے نہ پھرو ، اور اﷲ ہر چیز کو خوب جاننے والا ہے ۔
"O Believers ! Fulfil ( your ) promises . The quadrupeds ( i . e . cattle ) have been made lawful for you except those ( animals ) that will be announced to you afterwards . ( But ) when clad in Ihram ( the Pilgrims sacred dress ) , do not presume hunting lawful . Surely Allah ordains what He wills .",اے ایمان والو ! اپنے عہد پورے کرو ۔ تمہارے لئے چوپائے جانور یعنی مویشی حلال کر دیئے گئے ہیں سوائے ان جانوروں کے جن کا بیان تم پر آئندہ کیا جائے گا لیکن جب تم اِحرام کی حالت میں ہو ، شکار کو حلال نہ سمجھنا ۔ بیشک اﷲ جو چاہتا ہے حکم فرماتا ہے ۔
